WWWW	"2015-05-13 10:20:49.668"	117	93	7	11	7	0	0	0	1	3	1	0	0	3
WWWW	"2015-05-13 10:20:49.745"	118	73	7	3	6	0	0	0	1	3	1	0	0	3
WWWW	"2015-05-13 10:20:49.828"	118	35	7	1	5	0	0	0	1	3	1	0	0	3
WWWW	"2015-05-13 10:20:49.910"	119	21	8	1	5	0	0	0	1	3	1	0	0	3
WWWW	"2015-05-13 10:20:50.000"	121	10	9	1	5	0	0	0	1	3	1	0	0	3
WWWW	"2015-05-13 10:20:50.080"	-1	4	8	1	5	0	0	0	1	0	0	2	0	0
WWWW	"2015-05-13 10:20:50.218"	-1	2	8	1	5	0	0	0	1	0	0	2	0	0
WWWW	"2015-05-13 10:20:50.348"	0	1	8	1	6	0	0	0	1	0	0	2	0	0
WWWW	"2015-05-13 10:20:50.485"	0	0	8	1	5	0	0	0	1	0	0	2	0	0
WWWW	"2015-05-13 10:20:50.570"	0	0	8	1	5	0	0	0	1	0	0	2	0	0
WWWW	"2015-05-13 10:20:50.650"	0	0	8	1	5	0	0	0	1	0	0	0	0	0
WWWW	"2015-05-13 10:20:50.763"	0	0	8	1	5	0	0	0	1	0	0	0	0	0
WWWW	"2015-05-13 10:20:50.868"	0	0	8	1	5	0	0	0	1	3	0	0	0	0
WWWW	"2015-05-13 10:20:50.988"	2	0	8	1	6	0	0	0	1	3	0	0	0	0
WWWW	"2015-05-13 10:20:51.075"	3	0	8	1	5	0	0	0	1	3	0	0	0	0
WWWW	"2015-05-13 10:20:51.153"	3	0	8	1	5	0	0	0	1	3	0	0	0	0
WWWW	"2015-05-13 10:20:51.235"	5	0	8	1	5	0	0	0	1	3	0	0	0	0
WWWW	"2015-05-13 10:20:51.323"	6	0	8	1	5	0	0	0	1	3	0	0	0	0
WWWW	"2015-05-13 10:20:51.413"	6	0	8	1	5	0	0	0	1	3	0	0	0	0
WWWW	"2015-05-13 10:20:51.553"	6	0	7	1	5	0	0	0	1	3	0	0	0	0
WWWW	"2015-05-13 10:20:51.658"	7	0	8	1	5	0	0	0	1	3	0	0	0	0
WWWW	"2015-05-13 10:20:51.768"	7	0	8	204	5	0	0	0	1	3	0	0	0	0
WWWW	"2015-05-13 10:20:51.850"	7	0	8	132	5	0	0	0	1	3	0	0	0	0
WWWW	"2015-05-13 10:20:51.930"	7	0	8	4	5	0	0	0	1	3	0	0	0	0
WWWW	"2015-05-13 10:20:52.045"	9	0	8	8	5	0	0	0	1	3	0	0	0	0
WWWW	"2015-05-13 10:20:52.130"	9	0	8	2	5	0	0	0	1	3	0	0	0	0
WWWW	"2015-05-13 10:20:52.210"	9	0	8	1	5	0	0	0	1	3	0	0	0	0
WWWW	"2015-05-13 10:20:52.293"	10	0	8	0	6	0	0	0	1	3	0	0	0	0
WWWW	"2015-05-13 10:20:52.373"	10	0	8	1	6	0	0	0	1	3	0	0	0	0
WWWW	"2015-05-13 10:20:52.458"	10	0	8	1	6	0	0	0	1	3	0	0	0	0
WWWW	"2015-05-13 10:20:52.538"	11	0	163	211	6	0	0	0	1	3	0	0	0	0
WWWW	"2015-05-13 10:20:52.620"	11	0	109	20	5	0	0	0	1	3	0	0	0	0
WWWW	"2015-05-13 10:20:52.708"	12	0	23	12	5	0	0	0	1	3	0	0	0	0
WWWW	"2015-05-13 10:20:52.900"	14	0	24	9	120	0	0	0	1	3	0	0	0	0
WWWW	"2015-05-13 10:20:52.980"	14	0	23	8	8	0	0	0	1	3	0	0	0	0
WWWW	"2015-05-13 10:20:53.070"	14	72	142	20	10	0	0	0	1	3	0	0	0	0
WWWW	"2015-05-13 10:20:53.188"	15	127	156	7	9	0	0	0	1	3	0	0	0	0
WWWW	"2015-05-13 10:20:53.268"	15	87	14	5	7	0	0	0	1	3	0	0	0	0
WWWW	"2015-05-13 10:20:53.353"	16	41	5	3	5	0	0	0	1	3	0	0	0	0
WWWW	"2015-05-13 10:20:53.433"	16	20	5	2	5	0	0	0	1	3	0	0	0	0
WWWW	"2015-05-13 10:20:53.518"	16	12	5	2	4	0	0	0	1	3	0	0	0	0
WWWW	"2015-05-13 10:20:53.628"	16	5	5	3	5	0	0	0	1	3	0	0	0	0
WWWW	"2015-05-13 10:20:53.710"	16	4	3	3	4	0	0	0	1	3	0	0	0	0
WWWW	"2015-05-13 10:20:53.795"	16	2	4	2	4	0	0	0	1	3	0	0	0	0
WWWW	"2015-05-13 10:20:53.873"	16	2	5	3	4	0	0	0	1	3	0	0	0	0
WWWW	"2015-05-13 10:20:53.955"	16	2	5	2	5	0	0	0	1	3	0	0	0	0
WWWW	"2015-05-13 10:20:54.040"	16	2	4	2	5	0	0	0	1	3	0	0	0	0
WWWW	"2015-05-13 10:20:54.123"	16	1	5	1	5	0	0	0	1	3	0	0	0	0
WWWW	"2015-05-13 10:20:54.200"	16	1	8	3	4	0	0	0	1	3	0	0	0	0
WWWW	"2015-05-13 10:20:54.285"	16	1	4	2	5	0	0	0	1	3	0	0	0	0
